ID,habitats,labels,classes,frames
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000987,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000987
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000988,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000988
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000989,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000989
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000990,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000990
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000991,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000991
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000992,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000992
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000993,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000993
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000994,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000994
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000995,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000995
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000996,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000996
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000997,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000997
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000998,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000998
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000999,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000999
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001000,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001000
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001001,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001001
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001002,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001002
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001003,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001003
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001004,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001004
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001005,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001005
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001006,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001006
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001007,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001007
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001008,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001008
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001009,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001009
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001010,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001010
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001011,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001011
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001012,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001012
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001013,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001013
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001014,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001014
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001015,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001015
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001016,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001016
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001017,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001017
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001018,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001018
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001019,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001019
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001020,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001020
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001021,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001021
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001022,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001022
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001023,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001023
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001024,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001024
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001025,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001025
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001026,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001026
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001027,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001027
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001028,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001028
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001029,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001029
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001030,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001030
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001031,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001031
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001032,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001032
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001033,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001033
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001034,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001034
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001035,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001035
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001036,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001036
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001037,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001037
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001038,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001038
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001039,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001039
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001040,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001040
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001041,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001041
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001042,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001042
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001043,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001043
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001044,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001044
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001045,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001045
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001046,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001046
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001047,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001047
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001048,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001048
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001049,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001049
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001050,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001050
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001051,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001051
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001052,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001052
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001053,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001053
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001054,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001054
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001055,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001055
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001056,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001056
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001057,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001057
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001058,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001058
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001059,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001059
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001060,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001060
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001061,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001061
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001062,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001062
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001063,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001063
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001064,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001064
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001065,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001065
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001066,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001066
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001067,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001067
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001068,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001068
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001069,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001069
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001070,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001070
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001071,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001071
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001072,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001072
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001073,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001073
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001074,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001074
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001075,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001075
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001076,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001076
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001077,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001077
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001078,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001078
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001079,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001079
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001080,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001080
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001081,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001081
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001082,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001082
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001083,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001083
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001084,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001084
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001085,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001085
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001086,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001086
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001087,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001087
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001088,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001088
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001089,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001089
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001090,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001090
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001091,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001091
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001092,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001092
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001093,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001093
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001094,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001094
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001095,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001095
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001096,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001096
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001097,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001097
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001098,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001098
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001099,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001099
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001100,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001100
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001101,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001101
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001102,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001102
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001103,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001103
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001104,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001104
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001105,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001105
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001106,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001106
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001107,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001107
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001108,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001108
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001109,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001109
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001110,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001110
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001111,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001111
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001112,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001112
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001113,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001113
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001114,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001114
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001115,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001115
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001116,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001116
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001117,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001117
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001118,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001118
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001119,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001119
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001120,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001120
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001121,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001121
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001122,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001122
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001123,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001123
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001124,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001124
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001125,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001125
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001126,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001126
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001127,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001127
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001128,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001128
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001129,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001129
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001130,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001130
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001131,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001131
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001132,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001132
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001133,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001133
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001134,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001134
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001135,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001135
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001136,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001136
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001137,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001137
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001138,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001138
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001139,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001139
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001140,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001140
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001141,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001141
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001142,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001142
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001143,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001143
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001144,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001144
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001145,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001145
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001146,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001146
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001147,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001147
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001148,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001148
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001149,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001149
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001150,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001150
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001151,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001151
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001152,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001152
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001153,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001153
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001154,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001154
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001155,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001155
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001156,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001156
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001157,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001157
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001158,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001158
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001159,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001159
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001160,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001160
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001161,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001161
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001162,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001162
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001163,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001163
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001164,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001164
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001165,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001165
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001166,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001166
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001167,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001167
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001168,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001168
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001169,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001169
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001170,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001170
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001171,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001171
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001172,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001172
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001173,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001173
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001174,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001174
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001175,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001175
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001176,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001176
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001177,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001177
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001178,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001178
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001179,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001179
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001180,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001180
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001181,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001181
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001182,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001182
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001183,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001183
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001184,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001184
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001185,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001185
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001186,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001186
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001187,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001187
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001188,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001188
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001189,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001189
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001190,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001190
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001191,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001191
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001192,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001192
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001193,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001193
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001194,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001194
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001195,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001195
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001196,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001196
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001197,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001197
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001198,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001198
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001199,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001199
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001200,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001200
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001201,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001201
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001202,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001202
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001203,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001203
7117/valid/7117_Caranx_sexfasciatus_juvenile_f001204,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f001204
