ID,counts,habitats,labels,classes,frames
empty/7482_NF2_f001640,0,7482,0,empty,7482_NF2_f001640
empty/7482_NF2_f001650,0,7482,0,empty,7482_NF2_f001650
empty/7482_NF2_f001660,0,7482,0,empty,7482_NF2_f001660
empty/7482_NF2_f001670,0,7482,0,empty,7482_NF2_f001670
empty/7482_NF2_f001680,0,7482,0,empty,7482_NF2_f001680
empty/7482_NF2_f001690,0,7482,0,empty,7482_NF2_f001690
empty/7482_NF2_f001700,0,7482,0,empty,7482_NF2_f001700
empty/7482_NF2_f001710,0,7482,0,empty,7482_NF2_f001710
empty/7490_NF2_f000000,0,7490,0,empty,7490_NF2_f000000
empty/7490_NF2_f000010,0,7490,0,empty,7490_NF2_f000010
empty/7490_NF2_f000020,0,7490,0,empty,7490_NF2_f000020
empty/7490_NF2_f000030,0,7490,0,empty,7490_NF2_f000030
empty/7490_NF2_f000040,0,7490,0,empty,7490_NF2_f000040
empty/7490_NF2_f000050,0,7490,0,empty,7490_NF2_f000050
empty/7490_NF2_f000060,0,7490,0,empty,7490_NF2_f000060
empty/7490_NF2_f000070,0,7490,0,empty,7490_NF2_f000070
empty/7490_NF3_f000000,0,7490,0,empty,7490_NF3_f000000
empty/7490_NF3_f000010,0,7490,0,empty,7490_NF3_f000010
empty/7490_NF3_f000020,0,7490,0,empty,7490_NF3_f000020
empty/7490_NF3_f000030,0,7490,0,empty,7490_NF3_f000030
empty/7490_NF3_f000040,0,7490,0,empty,7490_NF3_f000040
empty/7490_NF3_f000050,0,7490,0,empty,7490_NF3_f000050
empty/7490_NF3_f000060,0,7490,0,empty,7490_NF3_f000060
empty/7490_NF3_f000070,0,7490,0,empty,7490_NF3_f000070
empty/7490_NF3_f000080,0,7490,0,empty,7490_NF3_f000080
empty/7490_NF3_f000090,0,7490,0,empty,7490_NF3_f000090
empty/7490_NF3_f000100,0,7490,0,empty,7490_NF3_f000100
empty/7490_NF3_f000110,0,7490,0,empty,7490_NF3_f000110
empty/7490_NF3_f000120,0,7490,0,empty,7490_NF3_f000120
empty/7490_NF3_f000130,0,7490,0,empty,7490_NF3_f000130
empty/7490_NF3_f000140,0,7490,0,empty,7490_NF3_f000140
empty/7490_NF3_f000150,0,7490,0,empty,7490_NF3_f000150
empty/7490_NF3_f000160,0,7490,0,empty,7490_NF3_f000160
empty/7490_NF3_f000170,0,7490,0,empty,7490_NF3_f000170
empty/7490_NF3_f000180,0,7490,0,empty,7490_NF3_f000180
empty/7490_NF3_f000190,0,7490,0,empty,7490_NF3_f000190
empty/7490_NF3_f000200,0,7490,0,empty,7490_NF3_f000200
empty/7490_NF3_f000210,0,7490,0,empty,7490_NF3_f000210
empty/7490_NF3_f000220,0,7490,0,empty,7490_NF3_f000220
empty/7490_NF3_f000230,0,7490,0,empty,7490_NF3_f000230
empty/7490_NF3_f000240,0,7490,0,empty,7490_NF3_f000240
empty/7490_NF3_f000250,0,7490,0,empty,7490_NF3_f000250
empty/7490_NF3_f000260,0,7490,0,empty,7490_NF3_f000260
empty/7490_NF3_f000270,0,7490,0,empty,7490_NF3_f000270
empty/7490_NF3_f000280,0,7490,0,empty,7490_NF3_f000280
empty/7490_NF3_f000290,0,7490,0,empty,7490_NF3_f000290
empty/7490_NF3_f000300,0,7490,0,empty,7490_NF3_f000300
empty/7490_NF3_f000310,0,7490,0,empty,7490_NF3_f000310
empty/7490_NF3_f000320,0,7490,0,empty,7490_NF3_f000320
empty/7490_NF3_f000330,0,7490,0,empty,7490_NF3_f000330
empty/7585_NF2_f000000,0,7585,0,empty,7585_NF2_f000000
empty/7585_NF2_f000010,0,7585,0,empty,7585_NF2_f000010
empty/7585_NF2_f000020,0,7585,0,empty,7585_NF2_f000020
empty/7585_NF2_f000030,0,7585,0,empty,7585_NF2_f000030
empty/7585_NF2_f000040,0,7585,0,empty,7585_NF2_f000040
empty/7585_NF2_f000050,0,7585,0,empty,7585_NF2_f000050
empty/7585_NF2_f000060,0,7585,0,empty,7585_NF2_f000060
empty/7585_NF2_f000070,0,7585,0,empty,7585_NF2_f000070
empty/7585_NF2_f000080,0,7585,0,empty,7585_NF2_f000080
empty/7585_NF2_f000090,0,7585,0,empty,7585_NF2_f000090
empty/7585_NF2_f000100,0,7585,0,empty,7585_NF2_f000100
empty/7585_NF2_f000110,0,7585,0,empty,7585_NF2_f000110
empty/7585_NF2_f000120,0,7585,0,empty,7585_NF2_f000120
empty/7585_NF2_f000130,0,7585,0,empty,7585_NF2_f000130
empty/7585_NF2_f000140,0,7585,0,empty,7585_NF2_f000140
empty/7585_NF2_f000150,0,7585,0,empty,7585_NF2_f000150
empty/7585_NF2_f000160,0,7585,0,empty,7585_NF2_f000160
empty/7585_NF2_f000170,0,7585,0,empty,7585_NF2_f000170
empty/7585_NF2_f000180,0,7585,0,empty,7585_NF2_f000180
empty/7585_NF2_f000190,0,7585,0,empty,7585_NF2_f000190
empty/7585_NF2_f000200,0,7585,0,empty,7585_NF2_f000200
empty/7585_NF2_f000210,0,7585,0,empty,7585_NF2_f000210
empty/7585_NF2_f000220,0,7585,0,empty,7585_NF2_f000220
empty/7585_NF2_f000230,0,7585,0,empty,7585_NF2_f000230
empty/7585_NF2_f000240,0,7585,0,empty,7585_NF2_f000240
empty/7585_NF2_f000250,0,7585,0,empty,7585_NF2_f000250
empty/7585_NF2_f000260,0,7585,0,empty,7585_NF2_f000260
empty/7585_NF2_f000270,0,7585,0,empty,7585_NF2_f000270
empty/7585_NF2_f000280,0,7585,0,empty,7585_NF2_f000280
empty/7585_NF2_f000290,0,7585,0,empty,7585_NF2_f000290
empty/7585_NF2_f000300,0,7585,0,empty,7585_NF2_f000300
empty/7585_NF2_f000310,0,7585,0,empty,7585_NF2_f000310
empty/7585_NF2_f000320,0,7585,0,empty,7585_NF2_f000320
empty/7585_NF2_f000330,0,7585,0,empty,7585_NF2_f000330
empty/7585_NF2_f000340,0,7585,0,empty,7585_NF2_f000340
empty/7585_NF2_f000350,0,7585,0,empty,7585_NF2_f000350
empty/7585_NF2_f000360,0,7585,0,empty,7585_NF2_f000360
empty/7585_NF2_f000370,0,7585,0,empty,7585_NF2_f000370
empty/7585_NF2_f000380,0,7585,0,empty,7585_NF2_f000380
empty/7585_NF2_f000780,0,7585,0,empty,7585_NF2_f000780
empty/7585_NF2_f000790,0,7585,0,empty,7585_NF2_f000790
empty/7585_NF2_f000800,0,7585,0,empty,7585_NF2_f000800
empty/7585_NF2_f000810,0,7585,0,empty,7585_NF2_f000810
empty/7585_NF2_f000820,0,7585,0,empty,7585_NF2_f000820
empty/7585_NF2_f000830,0,7585,0,empty,7585_NF2_f000830
empty/7585_NF2_f000840,0,7585,0,empty,7585_NF2_f000840
empty/7585_NF2_f000850,0,7585,0,empty,7585_NF2_f000850
empty/7585_NF2_f000860,0,7585,0,empty,7585_NF2_f000860
empty/7585_NF2_f000870,0,7585,0,empty,7585_NF2_f000870
empty/7585_NF2_f000880,0,7585,0,empty,7585_NF2_f000880
empty/7585_NF2_f000890,0,7585,0,empty,7585_NF2_f000890
empty/7585_NF2_f000900,0,7585,0,empty,7585_NF2_f000900
empty/7585_NF2_f000910,0,7585,0,empty,7585_NF2_f000910
empty/7585_NF2_f000920,0,7585,0,empty,7585_NF2_f000920
empty/7585_NF2_f000930,0,7585,0,empty,7585_NF2_f000930
empty/7585_NF2_f000940,0,7585,0,empty,7585_NF2_f000940
empty/7585_NF2_f000950,0,7585,0,empty,7585_NF2_f000950
empty/7585_NF2_f000960,0,7585,0,empty,7585_NF2_f000960
empty/7585_NF2_f000970,0,7585,0,empty,7585_NF2_f000970
empty/7585_NF2_f000980,0,7585,0,empty,7585_NF2_f000980
empty/7585_NF2_f000990,0,7585,0,empty,7585_NF2_f000990
empty/7585_NF2_f001000,0,7585,0,empty,7585_NF2_f001000
empty/7585_NF2_f001010,0,7585,0,empty,7585_NF2_f001010
empty/7585_NF2_f001020,0,7585,0,empty,7585_NF2_f001020
empty/7585_NF2_f001030,0,7585,0,empty,7585_NF2_f001030
empty/7585_NF2_f001040,0,7585,0,empty,7585_NF2_f001040
empty/7585_NF2_f001050,0,7585,0,empty,7585_NF2_f001050
empty/7585_NF2_f001060,0,7585,0,empty,7585_NF2_f001060
empty/7585_NF2_f001070,0,7585,0,empty,7585_NF2_f001070
empty/7585_NF2_f001080,0,7585,0,empty,7585_NF2_f001080
empty/7585_NF2_f001090,0,7585,0,empty,7585_NF2_f001090
empty/7585_NF2_f001100,0,7585,0,empty,7585_NF2_f001100
empty/7585_NF2_f001110,0,7585,0,empty,7585_NF2_f001110
empty/7585_NF2_f001120,0,7585,0,empty,7585_NF2_f001120
empty/7585_NF2_f001130,0,7585,0,empty,7585_NF2_f001130
empty/7585_NF2_f001140,0,7585,0,empty,7585_NF2_f001140
empty/7585_NF2_f001150,0,7585,0,empty,7585_NF2_f001150
empty/7585_NF2_f001160,0,7585,0,empty,7585_NF2_f001160
empty/7585_NF2_f001170,0,7585,0,empty,7585_NF2_f001170
empty/7585_NF2_f001180,0,7585,0,empty,7585_NF2_f001180
empty/7623_NF1_f000000,0,7623,0,empty,7623_NF1_f000000
empty/7623_NF1_f000010,0,7623,0,empty,7623_NF1_f000010
empty/7623_NF1_f000020,0,7623,0,empty,7623_NF1_f000020
empty/7623_NF1_f000030,0,7623,0,empty,7623_NF1_f000030
empty/7623_NF1_f000040,0,7623,0,empty,7623_NF1_f000040
empty/7623_NF1_f000050,0,7623,0,empty,7623_NF1_f000050
empty/7623_NF1_f000060,0,7623,0,empty,7623_NF1_f000060
empty/7623_NF1_f000070,0,7623,0,empty,7623_NF1_f000070
empty/7623_NF1_f000080,0,7623,0,empty,7623_NF1_f000080
empty/7623_NF1_f000090,0,7623,0,empty,7623_NF1_f000090
empty/7623_NF1_f000100,0,7623,0,empty,7623_NF1_f000100
empty/7623_NF1_f000110,0,7623,0,empty,7623_NF1_f000110
empty/7623_NF1_f000120,0,7623,0,empty,7623_NF1_f000120
empty/7623_NF1_f000130,0,7623,0,empty,7623_NF1_f000130
empty/7623_NF1_f000140,0,7623,0,empty,7623_NF1_f000140
empty/7623_NF1_f000150,0,7623,0,empty,7623_NF1_f000150
empty/7623_NF1_f000160,0,7623,0,empty,7623_NF1_f000160
empty/7623_NF1_f000170,0,7623,0,empty,7623_NF1_f000170
empty/7623_NF1_f000180,0,7623,0,empty,7623_NF1_f000180
empty/7623_NF1_f000190,0,7623,0,empty,7623_NF1_f000190
empty/7623_NF1_f000200,0,7623,0,empty,7623_NF1_f000200
empty/7623_NF1_f000210,0,7623,0,empty,7623_NF1_f000210
empty/7623_NF1_f000220,0,7623,0,empty,7623_NF1_f000220
empty/7623_NF1_f000230,0,7623,0,empty,7623_NF1_f000230
empty/7623_NF1_f000240,0,7623,0,empty,7623_NF1_f000240
empty/7623_NF1_f000250,0,7623,0,empty,7623_NF1_f000250
empty/7623_NF1_f000260,0,7623,0,empty,7623_NF1_f000260
empty/7623_NF1_f000270,0,7623,0,empty,7623_NF1_f000270
empty/7623_NF1_f000280,0,7623,0,empty,7623_NF1_f000280
empty/7623_NF2_f000000,0,7623,0,empty,7623_NF2_f000000
empty/7623_NF2_f000010,0,7623,0,empty,7623_NF2_f000010
empty/7623_NF2_f000020,0,7623,0,empty,7623_NF2_f000020
empty/7623_NF2_f000030,0,7623,0,empty,7623_NF2_f000030
empty/7623_NF2_f000040,0,7623,0,empty,7623_NF2_f000040
empty/7623_NF2_f000050,0,7623,0,empty,7623_NF2_f000050
empty/7623_NF2_f000060,0,7623,0,empty,7623_NF2_f000060
empty/7623_NF2_f000070,0,7623,0,empty,7623_NF2_f000070
empty/7623_NF2_f000080,0,7623,0,empty,7623_NF2_f000080
empty/7623_NF2_f000090,0,7623,0,empty,7623_NF2_f000090
empty/7623_NF2_f000100,0,7623,0,empty,7623_NF2_f000100
empty/7623_NF2_f000110,0,7623,0,empty,7623_NF2_f000110
empty/7623_NF2_f000120,0,7623,0,empty,7623_NF2_f000120
empty/7623_NF2_f000130,0,7623,0,empty,7623_NF2_f000130
empty/7623_NF2_f000140,0,7623,0,empty,7623_NF2_f000140
empty/7623_NF2_f000150,0,7623,0,empty,7623_NF2_f000150
empty/7623_NF2_f000160,0,7623,0,empty,7623_NF2_f000160
empty/7623_NF2_f000170,0,7623,0,empty,7623_NF2_f000170
empty/7623_NF2_f000180,0,7623,0,empty,7623_NF2_f000180
empty/7623_NF2_f000190,0,7623,0,empty,7623_NF2_f000190
empty/7623_NF2_f000200,0,7623,0,empty,7623_NF2_f000200
empty/7623_NF2_f000210,0,7623,0,empty,7623_NF2_f000210
empty/7623_NF2_f000220,0,7623,0,empty,7623_NF2_f000220
empty/7623_NF2_f000230,0,7623,0,empty,7623_NF2_f000230
empty/7623_NF2_f000240,0,7623,0,empty,7623_NF2_f000240
empty/7623_NF2_f000250,0,7623,0,empty,7623_NF2_f000250
empty/7623_NF2_f000260,0,7623,0,empty,7623_NF2_f000260
empty/7623_NF2_f000270,0,7623,0,empty,7623_NF2_f000270
empty/7623_NF2_f000280,0,7623,0,empty,7623_NF2_f000280
empty/7623_NF2_f000290,0,7623,0,empty,7623_NF2_f000290
empty/7623_NF2_f000300,0,7623,0,empty,7623_NF2_f000300
empty/7623_NF2_f000310,0,7623,0,empty,7623_NF2_f000310
empty/7623_NF2_f000320,0,7623,0,empty,7623_NF2_f000320
empty/7623_NF2_f000330,0,7623,0,empty,7623_NF2_f000330
empty/7623_NF2_f000340,0,7623,0,empty,7623_NF2_f000340
empty/7623_NF2_f000350,0,7623,0,empty,7623_NF2_f000350
empty/7623_NF2_f000360,0,7623,0,empty,7623_NF2_f000360
empty/7623_NF2_f000370,0,7623,0,empty,7623_NF2_f000370
empty/7623_NF2_f000380,0,7623,0,empty,7623_NF2_f000380
empty/7623_NF2_f000390,0,7623,0,empty,7623_NF2_f000390
empty/7623_NF2_f000400,0,7623,0,empty,7623_NF2_f000400
empty/7623_NF2_f000410,0,7623,0,empty,7623_NF2_f000410
empty/7623_NF2_f000420,0,7623,0,empty,7623_NF2_f000420
empty/7623_NF2_f000430,0,7623,0,empty,7623_NF2_f000430
empty/7623_NF2_f000440,0,7623,0,empty,7623_NF2_f000440
empty/7623_NF2_f000450,0,7623,0,empty,7623_NF2_f000450
empty/7623_NF2_f000460,0,7623,0,empty,7623_NF2_f000460
empty/9852_no_fish_2_f000000,0,9852,0,empty,9852_no_fish_2_f000000
empty/9852_no_fish_2_f000010,0,9852,0,empty,9852_no_fish_2_f000010
empty/9852_no_fish_2_f000020,0,9852,0,empty,9852_no_fish_2_f000020
empty/9852_no_fish_2_f000030,0,9852,0,empty,9852_no_fish_2_f000030
empty/9852_no_fish_2_f000040,0,9852,0,empty,9852_no_fish_2_f000040
empty/9852_no_fish_2_f000050,0,9852,0,empty,9852_no_fish_2_f000050
empty/9852_no_fish_2_f000060,0,9852,0,empty,9852_no_fish_2_f000060
empty/9852_no_fish_2_f000070,0,9852,0,empty,9852_no_fish_2_f000070
empty/9852_no_fish_2_f000080,0,9852,0,empty,9852_no_fish_2_f000080
empty/9852_no_fish_2_f000090,0,9852,0,empty,9852_no_fish_2_f000090
empty/9852_no_fish_2_f000100,0,9852,0,empty,9852_no_fish_2_f000100
empty/9852_no_fish_2_f000110,0,9852,0,empty,9852_no_fish_2_f000110
empty/9852_no_fish_2_f000120,0,9852,0,empty,9852_no_fish_2_f000120
empty/9852_no_fish_f000000,0,9852,0,empty,9852_no_fish_f000000
empty/9852_no_fish_f000010,0,9852,0,empty,9852_no_fish_f000010
empty/9852_no_fish_f000020,0,9852,0,empty,9852_no_fish_f000020
empty/9852_no_fish_f000030,0,9852,0,empty,9852_no_fish_f000030
empty/9852_no_fish_f000040,0,9852,0,empty,9852_no_fish_f000040
empty/9852_no_fish_f000050,0,9852,0,empty,9852_no_fish_f000050
empty/9852_no_fish_f000060,0,9852,0,empty,9852_no_fish_f000060
empty/9852_no_fish_f000070,0,9852,0,empty,9852_no_fish_f000070
empty/9852_no_fish_f000080,0,9852,0,empty,9852_no_fish_f000080
empty/9852_no_fish_f000090,0,9852,0,empty,9852_no_fish_f000090
empty/9852_no_fish_f000100,0,9852,0,empty,9852_no_fish_f000100
empty/9852_no_fish_f000110,0,9852,0,empty,9852_no_fish_f000110
empty/9852_no_fish_f000120,0,9852,0,empty,9852_no_fish_f000120
empty/9862_no_fish_f000000,0,9862,0,empty,9862_no_fish_f000000
empty/9862_no_fish_f000010,0,9862,0,empty,9862_no_fish_f000010
empty/9862_no_fish_f000020,0,9862,0,empty,9862_no_fish_f000020
empty/9862_no_fish_f000030,0,9862,0,empty,9862_no_fish_f000030
empty/9862_no_fish_f000040,0,9862,0,empty,9862_no_fish_f000040
empty/9862_no_fish_f000050,0,9862,0,empty,9862_no_fish_f000050
empty/9862_no_fish_f000060,0,9862,0,empty,9862_no_fish_f000060
empty/9862_no_fish_f000070,0,9862,0,empty,9862_no_fish_f000070
empty/9862_no_fish_f000080,0,9862,0,empty,9862_no_fish_f000080
empty/9862_no_fish_f000090,0,9862,0,empty,9862_no_fish_f000090
empty/9862_no_fish_f000100,0,9862,0,empty,9862_no_fish_f000100
empty/9862_no_fish_f000110,0,9862,0,empty,9862_no_fish_f000110
empty/9862_no_fish_f000120,0,9862,0,empty,9862_no_fish_f000120
empty/9862_no_fish_f000130,0,9862,0,empty,9862_no_fish_f000130
empty/9862_no_fish_f000140,0,9862,0,empty,9862_no_fish_f000140
empty/9862_no_fish_f000150,0,9862,0,empty,9862_no_fish_f000150
empty/9862_no_fish_f000160,0,9862,0,empty,9862_no_fish_f000160
empty/9862_no_fish_f000170,0,9862,0,empty,9862_no_fish_f000170
empty/9862_no_fish_f000180,0,9862,0,empty,9862_no_fish_f000180
empty/9862_no_fish_f000190,0,9862,0,empty,9862_no_fish_f000190
empty/9862_no_fish_f000200,0,9862,0,empty,9862_no_fish_f000200
empty/9862_no_fish_f000210,0,9862,0,empty,9862_no_fish_f000210
empty/9862_no_fish_f000220,0,9862,0,empty,9862_no_fish_f000220
empty/9862_no_fish_f000230,0,9862,0,empty,9862_no_fish_f000230
empty/9862_no_fish_f000240,0,9862,0,empty,9862_no_fish_f000240
empty/9862_no_fish_f000250,0,9862,0,empty,9862_no_fish_f000250
empty/9862_no_fish_f000260,0,9862,0,empty,9862_no_fish_f000260
empty/9862_no_fish_f000270,0,9862,0,empty,9862_no_fish_f000270
empty/9862_no_fish_f000280,0,9862,0,empty,9862_no_fish_f000280
empty/9862_no_fish_f000290,0,9862,0,empty,9862_no_fish_f000290
empty/9862_no_fish_f000300,0,9862,0,empty,9862_no_fish_f000300
empty/9862_no_fish_f000310,0,9862,0,empty,9862_no_fish_f000310
empty/9866_no_fish_f000000,0,9866,0,empty,9866_no_fish_f000000
empty/9866_no_fish_f000010,0,9866,0,empty,9866_no_fish_f000010
empty/9866_no_fish_f000020,0,9866,0,empty,9866_no_fish_f000020
empty/9866_no_fish_f000030,0,9866,0,empty,9866_no_fish_f000030
empty/9866_no_fish_f000040,0,9866,0,empty,9866_no_fish_f000040
empty/9866_no_fish_f000050,0,9866,0,empty,9866_no_fish_f000050
empty/9866_no_fish_f000060,0,9866,0,empty,9866_no_fish_f000060
empty/9866_no_fish_f000070,0,9866,0,empty,9866_no_fish_f000070
empty/9866_no_fish_f000080,0,9866,0,empty,9866_no_fish_f000080
empty/9866_no_fish_f000090,0,9866,0,empty,9866_no_fish_f000090
empty/9866_no_fish_f000100,0,9866,0,empty,9866_no_fish_f000100
empty/9866_no_fish_f000110,0,9866,0,empty,9866_no_fish_f000110
empty/9866_no_fish_f000120,0,9866,0,empty,9866_no_fish_f000120
empty/9866_no_fish_f000130,0,9866,0,empty,9866_no_fish_f000130
empty/9866_no_fish_f000140,0,9866,0,empty,9866_no_fish_f000140
empty/9866_no_fish_f000150,0,9866,0,empty,9866_no_fish_f000150
empty/9866_no_fish_f000160,0,9866,0,empty,9866_no_fish_f000160
empty/9866_no_fish_f000170,0,9866,0,empty,9866_no_fish_f000170
empty/9866_no_fish_f000180,0,9866,0,empty,9866_no_fish_f000180
empty/9866_no_fish_f000190,0,9866,0,empty,9866_no_fish_f000190
empty/9866_no_fish_f000200,0,9866,0,empty,9866_no_fish_f000200
empty/9866_no_fish_f000210,0,9866,0,empty,9866_no_fish_f000210
empty/9866_no_fish_f000220,0,9866,0,empty,9866_no_fish_f000220
empty/9866_no_fish_f000230,0,9866,0,empty,9866_no_fish_f000230
empty/9866_no_fish_f000240,0,9866,0,empty,9866_no_fish_f000240
empty/9866_no_fish_f000250,0,9866,0,empty,9866_no_fish_f000250
empty/9866_no_fish_f000260,0,9866,0,empty,9866_no_fish_f000260
empty/9870_no_fish_f000000,0,9870,0,empty,9870_no_fish_f000000
empty/9870_no_fish_f000010,0,9870,0,empty,9870_no_fish_f000010
empty/9870_no_fish_f000020,0,9870,0,empty,9870_no_fish_f000020
empty/9870_no_fish_f000030,0,9870,0,empty,9870_no_fish_f000030
empty/9870_no_fish_f000040,0,9870,0,empty,9870_no_fish_f000040
empty/9870_no_fish_f000050,0,9870,0,empty,9870_no_fish_f000050
empty/9870_no_fish_f000060,0,9870,0,empty,9870_no_fish_f000060
empty/9870_no_fish_f000070,0,9870,0,empty,9870_no_fish_f000070
empty/9870_no_fish_f000080,0,9870,0,empty,9870_no_fish_f000080
empty/9870_no_fish_f000090,0,9870,0,empty,9870_no_fish_f000090
empty/9870_no_fish_f000100,0,9870,0,empty,9870_no_fish_f000100
empty/9870_no_fish_f000110,0,9870,0,empty,9870_no_fish_f000110
empty/9870_no_fish_f000120,0,9870,0,empty,9870_no_fish_f000120
empty/9870_no_fish_f000130,0,9870,0,empty,9870_no_fish_f000130
empty/9870_no_fish_f000140,0,9870,0,empty,9870_no_fish_f000140
empty/9870_no_fish_f000150,0,9870,0,empty,9870_no_fish_f000150
empty/9870_no_fish_f000160,0,9870,0,empty,9870_no_fish_f000160
empty/9870_no_fish_f000170,0,9870,0,empty,9870_no_fish_f000170
empty/9892_no_fish_2_f000000,0,9892,0,empty,9892_no_fish_2_f000000
empty/9892_no_fish_2_f000010,0,9892,0,empty,9892_no_fish_2_f000010
empty/9892_no_fish_2_f000020,0,9892,0,empty,9892_no_fish_2_f000020
empty/9892_no_fish_2_f000030,0,9892,0,empty,9892_no_fish_2_f000030
empty/9892_no_fish_2_f000040,0,9892,0,empty,9892_no_fish_2_f000040
empty/9892_no_fish_2_f000050,0,9892,0,empty,9892_no_fish_2_f000050
empty/9892_no_fish_2_f000060,0,9892,0,empty,9892_no_fish_2_f000060
empty/9892_no_fish_2_f000070,0,9892,0,empty,9892_no_fish_2_f000070
empty/9892_no_fish_2_f000080,0,9892,0,empty,9892_no_fish_2_f000080
empty/9892_no_fish_2_f000090,0,9892,0,empty,9892_no_fish_2_f000090
empty/9892_no_fish_2_f000100,0,9892,0,empty,9892_no_fish_2_f000100
empty/9892_no_fish_2_f000110,0,9892,0,empty,9892_no_fish_2_f000110
empty/9892_no_fish_2_f000120,0,9892,0,empty,9892_no_fish_2_f000120
empty/9892_no_fish_2_f000130,0,9892,0,empty,9892_no_fish_2_f000130
empty/9892_no_fish_2_f000140,0,9892,0,empty,9892_no_fish_2_f000140
empty/9892_no_fish_2_f000150,0,9892,0,empty,9892_no_fish_2_f000150
empty/9892_no_fish_2_f000160,0,9892,0,empty,9892_no_fish_2_f000160
empty/9892_no_fish_f000000,0,9892,0,empty,9892_no_fish_f000000
empty/9892_no_fish_f000010,0,9892,0,empty,9892_no_fish_f000010
empty/9892_no_fish_f000020,0,9892,0,empty,9892_no_fish_f000020
empty/9892_no_fish_f000030,0,9892,0,empty,9892_no_fish_f000030
empty/9892_no_fish_f000040,0,9892,0,empty,9892_no_fish_f000040
empty/9892_no_fish_f000050,0,9892,0,empty,9892_no_fish_f000050
empty/9892_no_fish_f000060,0,9892,0,empty,9892_no_fish_f000060
empty/9892_no_fish_f000070,0,9892,0,empty,9892_no_fish_f000070
empty/9892_no_fish_f000080,0,9892,0,empty,9892_no_fish_f000080
empty/9892_no_fish_f000090,0,9892,0,empty,9892_no_fish_f000090
empty/9892_no_fish_f000100,0,9892,0,empty,9892_no_fish_f000100
empty/9892_no_fish_f000110,0,9892,0,empty,9892_no_fish_f000110
empty/9892_no_fish_f000120,0,9892,0,empty,9892_no_fish_f000120
empty/9892_no_fish_f000130,0,9892,0,empty,9892_no_fish_f000130
empty/9892_no_fish_f000140,0,9892,0,empty,9892_no_fish_f000140
empty/9892_no_fish_f000150,0,9892,0,empty,9892_no_fish_f000150
empty/9892_no_fish_f000160,0,9892,0,empty,9892_no_fish_f000160
empty/9892_no_fish_f000170,0,9892,0,empty,9892_no_fish_f000170
empty/9892_no_fish_f000180,0,9892,0,empty,9892_no_fish_f000180
empty/9892_no_fish_f000190,0,9892,0,empty,9892_no_fish_f000190
empty/9894_no_fish_2_f000000,0,9894,0,empty,9894_no_fish_2_f000000
empty/9894_no_fish_2_f000010,0,9894,0,empty,9894_no_fish_2_f000010
empty/9894_no_fish_2_f000020,0,9894,0,empty,9894_no_fish_2_f000020
empty/9894_no_fish_2_f000030,0,9894,0,empty,9894_no_fish_2_f000030
empty/9894_no_fish_2_f000040,0,9894,0,empty,9894_no_fish_2_f000040
empty/9894_no_fish_2_f000050,0,9894,0,empty,9894_no_fish_2_f000050
empty/9894_no_fish_2_f000060,0,9894,0,empty,9894_no_fish_2_f000060
empty/9894_no_fish_2_f000070,0,9894,0,empty,9894_no_fish_2_f000070
empty/9894_no_fish_2_f000080,0,9894,0,empty,9894_no_fish_2_f000080
empty/9894_no_fish_2_f000090,0,9894,0,empty,9894_no_fish_2_f000090
empty/9894_no_fish_2_f000100,0,9894,0,empty,9894_no_fish_2_f000100
empty/9894_no_fish_2_f000110,0,9894,0,empty,9894_no_fish_2_f000110
empty/9894_no_fish_2_f000120,0,9894,0,empty,9894_no_fish_2_f000120
empty/9894_no_fish_2_f000130,0,9894,0,empty,9894_no_fish_2_f000130
empty/9894_no_fish_2_f000140,0,9894,0,empty,9894_no_fish_2_f000140
empty/9894_no_fish_2_f000150,0,9894,0,empty,9894_no_fish_2_f000150
empty/9894_no_fish_2_f000160,0,9894,0,empty,9894_no_fish_2_f000160
empty/9894_no_fish_2_f000170,0,9894,0,empty,9894_no_fish_2_f000170
empty/9894_no_fish_2_f000180,0,9894,0,empty,9894_no_fish_2_f000180
empty/9894_no_fish_2_f000190,0,9894,0,empty,9894_no_fish_2_f000190
empty/9894_no_fish_2_f000200,0,9894,0,empty,9894_no_fish_2_f000200
empty/9894_no_fish_2_f000210,0,9894,0,empty,9894_no_fish_2_f000210
empty/9894_no_fish_2_f000220,0,9894,0,empty,9894_no_fish_2_f000220
empty/9894_no_fish_2_f000230,0,9894,0,empty,9894_no_fish_2_f000230
empty/9894_no_fish_2_f000240,0,9894,0,empty,9894_no_fish_2_f000240
empty/9894_no_fish_2_f000250,0,9894,0,empty,9894_no_fish_2_f000250
empty/9894_no_fish_2_f000260,0,9894,0,empty,9894_no_fish_2_f000260
empty/9894_no_fish_2_f000270,0,9894,0,empty,9894_no_fish_2_f000270
empty/9894_no_fish_2_f000280,0,9894,0,empty,9894_no_fish_2_f000280
empty/9894_no_fish_2_f000290,0,9894,0,empty,9894_no_fish_2_f000290
empty/9894_no_fish_2_f000300,0,9894,0,empty,9894_no_fish_2_f000300
empty/9894_no_fish_2_f000310,0,9894,0,empty,9894_no_fish_2_f000310
empty/9894_no_fish_2_f000320,0,9894,0,empty,9894_no_fish_2_f000320
empty/9894_no_fish_2_f000330,0,9894,0,empty,9894_no_fish_2_f000330
empty/9894_no_fish_2_f000340,0,9894,0,empty,9894_no_fish_2_f000340
